pref_id;pref_name;year;month;year_month;date;n_m;n_f;n_total;ln_ratio_mf;;u_rate;n_ei_insured;n_care_need_2to5;n_ltc_facility_users;share_75plus;z_u_rate;z_ln_ei;z_ln_need;z_ln_fac;z_oldshare75;moy;t_index;ln_ei;ln_need;ln_fac
32;Shimane;2015;1;201501;2015-01-01;0;7;7;-2.70805020110221;;2;198700;25047;7810;0.176;-0.891570294570933;-1.20209961898727;-1.18219805224715;-1.14233540668003;1.38421158456239;1;1;12.1995514285399;10.1285093388621;8.96316024283373
33;Okayama;2015;1;201501;2015-01-01;4;12;16;-1.02165124753198;;3.4;556086;57953;16354;0.141;1.05018644130883;0.0197324851694482;0.0893904599953486;0.0477007891581238;-0.305448414773577;1;1;13.2286782375306;10.9673876161941;9.70222779472192
34;Hiroshima;2015;1;201501;2015-01-01;1;19;20;-2.56494935746154;;3.2;942942;73848;21316;0.132;0.77279262189744;0.646698288814283;0.456789753959962;0.474376638356916;-0.739932414602825;1;1;13.7567600538916;11.20976420567;9.96721324341667
35;Yamaguchi;2015;1;201501;2015-01-01;1;7;8;-1.6094379124341;;2.5;379970;42232;13018;0.159;-0.198085746042444;-0.432409192673518;-0.390297024360999;-0.319646231704083;0.563519584884923;1;1;12.8478475812176;10.6509335065035;9.47408829413233
36;Tokushima;2015;1;201501;2015-01-01;3;3;6;0 ;;3.5;192330;25548;8343;0.158;1.18888335101453;-1.2407844239595;-1.15217727281149;-1.03603431085484;0.515243584903895;1;1;12.1669679256494;10.1483143146815;9.02917814290207
37;Kagawa;2015;1;201501;2015-01-01;3;6;9;-0.619039208406224;;2.9;304751;28938;9105;0.148;0.356701892780346;-0.694313559404802;-0.963311286854875;-0.895302690449873;0.0324835850936174;1;1;12.6272503287163;10.272910889297;9.11657899216171
38;Ehime;2015;1;201501;2015-01-01;2;10;12;-1.43508452528932;;3.1;381285;44718;12123;0.154;0.634095712191742;-0.42830744762295;-0.303595334671122;-0.434337427413059;0.322139584979784;1;1;12.8513024059688;10.7081313841097;9.40285975374658
39;Kochi;2015;1;201501;2015-01-01;0;8;8;-2.83321334405622;;3.3;190604;24944;8011;0.171;0.911489531603137;-1.25148710148503;-1.18844436402625;-1.10141956156443;1.14283158465726;1;1;12.1579532563409;10.1243885912976;8.98857087621512
40;Fukuoka;2015;1;201501;2015-01-01;4;17;21;-1.35812348415319;;4.2;1577765;118526;35738;0.122;2.15976171895442;1.25784750305971;1.17395971873495;1.30645083489371;-1.2226924144131;1;1;14.2715198466109;11.6828876247733;10.4839698274386
41;Saga;2015;1;201501;2015-01-01;1;3;4;-0.847297860387204;;2.7;226071;20595;6862;0.143;0.0793080733689514;-1.04888132957696;-1.47885272468952;-1.35070316233396;-0.208896414811521;1;1;12.3286043882088;9.93280360687018;8.8337542234184
42;Nagasaki;2015;1;201501;2015-01-01;0;7;7;-2.70805020110221;;3.4;349952;40948;11850;0.153;1.05018644130883;-0.530115578837136;-0.437098360187622;-0.471012000525181;0.273863584998756;1;1;12.7655512812035;10.6200582480397;9.38008314656328
43;Kumamoto;2015;1;201501;2015-01-01;0;8;8;-2.83321334405622;;3.6;455611;53249;15884;0.152;1.32758026072023;-0.216867200852553;-0.0389287278429254;0.000747440537228136;0.225587585017729;1;1;13.0293946542497;10.8827343040526;9.67306759225114
44;Oita;2015;1;201501;2015-01-01;1;1;2;0 ;;3.5;317998;33157;10183;0.155;1.18888335101453;-0.643795966243498;-0.757010837695345;-0.71512940271813;0.370415584960812;1;1;12.6698003724344;10.4090091347102;9.22847494217167
45;Miyazaki;2015;1;201501;2015-01-01;1;6;7;-1.46633706879343;;3;281673;30973;9375;0.152;0.495398802486044;-0.78780749032037;-0.860295781981142;-0.848248453685547;0.225587585017729;1;1;12.5485021026255;10.3408711362126;9.14580185083861
46;Kagoshima;2015;1;201501;2015-01-01;0;6;6;-2.56494935746154;;3.3;437316;51853;16470;0.159;0.911489531603137;-0.265524710416927;-0.079198356262787;0.0590816293356468;0.563519584884923;1;1;12.9884113248863;10.8561680711932;9.70929582317169
47;Okinawa;2015;1;201501;2015-01-01;8;10;18;-0.211309093667207;;5.5;375255;31745;8494;0.099;3.96282154512849;-0.447233814312331;-0.822977239144871;-1.00715213481836;-2.33304041397674;1;1;12.8353610738573;10.3654905116045;9.04711531087322
1;Hokkaido;2015;2;201502;2015-02-01;1;19;20;-2.56494935746154;;3.8;1422090;139253;42362;0.14;1.60497408013163;1.13451386133091;1.41824939435311;1.58024232375657;-0.353724414754603;2;1;14.1676381784818;11.8440477015431;10.6540070129539
2;Aomori;2015;2;201502;2015-02-01;1;2;3;-0.510825623765991;;4.5;340508;45879;11471;0.149;2.57585244807151;-0.562595665235689;-0.264742758427116;-0.523352312922683;0.0807595850746452;2;1;12.7381938991562;10.7337627750162;9.34757739028127
3;Iwate;2015;2;201502;2015-02-01;1;6;7;-1.46633706879343;;3.3;356933;42779;13008;0.16;0.911489531603137;-0.506664888740239;-0.370789783873135;-0.320883598982682;0.611795584865951;2;1;12.7853033680786;10.6638026069541;9.47331983178759
4;Miyagi;2015;2;201502;2015-02-01;6;10;16;-0.479573080261886;;3.9;685317;55485;16152;0.125;1.74367098983732;0.267818783365524;0.02342254249265;0.0276883760101379;-1.07786441447002;2;1;13.4376367839203;10.9238679929347;9.68979915999267
5;Akita;2015;2;201502;2015-02-01;0;5;5;-2.39789527279837;;4;280845;41149;12058;0.18;1.88236789954302;-0.791302648719042;-0.429675910187733;-0.442994004023764;1.5773155844865;2;1;12.5455581947044;10.6249549044734;9.39748361904935
6;Yamagata;2015;2;201502;2015-02-01;0;9;9;-2.94443897916644;;3.1;315521;37604;11518;0.167;0.634095712191742;-0.653080096207545;-0.566234922458342;-0.51676839491148;0.949727584733145;2;1;12.6619805197626;10.5348657066984;9.35166630806662
7;Fukushima;2015;2;201502;2015-02-01;3;19;22;-1.71765149707433;;3.4;549504;59496;17408;0.148;1.05018644130883;0.00559599670645459;0.129221278715956;0.148268745196212;0.0324835850936174;2;1;13.2167713321442;10.9936643623831;9.76468514965567
8;Ibaraki;2015;2;201502;2015-02-01;2;11;13;-1.52605630349505;;3.4;737344;68098;22689;0.12;1.05018644130883;0.354693562181808;0.333915739776751;0.574888086808631;-1.31924441437516;2;1;13.5108098193977;11.1287031231307;10.0296355045241
9;Tochigi;2015;2;201502;2015-02-01;1;11;12;-2.03688192726104;;3.2;532471;45286;12807;0.119;0.77279262189744;-0.0317877165422089;-0.284462913474683;-0.345958471622148;-1.36752041435619;2;1;13.1852837149888;10.7207532129325;9.45774717542607
10;Gunma;2015;2;201502;2015-02-01;4;5;9;-0.200670695462151;;3.2;563054;50763;15278;0.129;0.77279262189744;0.0345168261912463;-0.111402028190876;-0.0618862623512986;-0.884760414545909;2;1;13.2411308172648;10.8349230217367;9.6341691641013
11;Saitama;2015;2;201502;2015-02-01;9;22;31;-0.862223510603879;;3.4;1369190;136598;40295;0.101;1.05018644130883;1.08950718853112;1.38906968131376;1.49969383027536;-2.23648841401468;2;1;14.1297298820766;11.8247975847232;10.6039826707586
12;Chiba;2015;2;201502;2015-02-01;9;21;30;-0.816761136527122;;3;1093459;127526;33911;0.111;0.495398802486044;0.822526128910892;1.28489943465824;1.2219561608889;-1.75372841420441;2;1;13.9048566241116;11.7560755443601;10.4314947245109
13;Tokyo;2015;2;201502;2015-02-01;60;130;190;-0.768729861725952;;3.8;9207410;283212;69947;0.107;1.60497408013163;3.35215790771994;2.49433506705589;2.38772816660193;-1.94683241412852;2;1;16.0355191526133;12.5539510127854;11.1554930913969
14;Kanagawa;2015;2;201502;2015-02-01;7;21;28;-1.05314991459135;;3.4;2012817;191488;50150;0.105;1.05018644130883;1.54697398867564;1.90108767927319;1.85198822419689;-2.04338441409057;2;1;14.5150457913985;12.162580422454;10.8227737933901
15;Niigata;2015;2;201502;2015-02-01;3;25;28;-1.98591548366901;;3.2;698049;75966;26531;0.154;0.77279262189744;0.289673462343543;0.499652514260852;0.826775329740555;0.322139584979784;2;1;13.4560445798536;11.2380411507483;10.186069139599
16;Toyama;2015;2;201502;2015-02-01;3;2;5;0.336472236621213;;2.5;350953;34589;11602;0.147;-0.198085746042444;-0.5267244221964;-0.69291915154019;-0.505068030221566;-0.0157924148874103;2;1;12.7684075903483;10.4512909914237;9.35893277602601
17;Ishikawa;2015;2;201502;2015-02-01;1;5;6;-1.29928298413026;;2.6;355271;31127;10777;0.131;-0.0593888363367464;-0.512206040381038;-0.852777689671353;-0.623840601388572;-0.788208414583853;2;1;12.7806361575127;10.3458308887307;9.28516951259683
18;Fukui;2015;2;201502;2015-02-01;1;5;6;-1.29928298413026;;2.1;243791;23335;8002;0.146;-0.752873384865235;-0.959288747220988;-1.28951762744564;-1.10322955034474;-0.0640684148684381;2;1;12.4040665798434;10.0577096583839;8.98744678941718
19;Yamanashi;2015;2;201502;2015-02-01;0;5;5;-2.39789527279837;;3.2;202711;24323;6514;0.14;0.77279262189744;-1.17837220087191;-1.22665956318592;-1.43450567319457;-0.353724414754603;2;1;12.2195365983579;10.0991776837356;8.78170898583618
20;Nagano;2015;2;201502;2015-02-01;3;9;12;-0.998528830111127;;3.2;588579;60712;19459;0.153;0.77279262189744;0.0871543458625939;0.159889787584605;0.327610963288682;0.273863584998756;2;1;13.2854664362653;11.0138966510838;9.87606496695816
21;Gifu;2015;2;201502;2015-02-01;2;4;6;-0.587786664902119;;2.4;554749;52927;15712;0.132;-0.336782655748142;0.0168745346985813;-0.0481228122399319;-0.0167835583857031;-0.739932414602825;2;1;13.2262710381794;10.8766688846136;9.66218003059425
22;Shizuoka;2015;2;201502;2015-02-01;4;10;14;-0.847297860387204;;2.6;1095247;84673;29546;0.13;-0.0593888363367464;0.824465910435827;0.664135522632441;1.00008690705222;-0.836484414564881;2;1;13.9064904665717;11.3465520576846;10.2937036498816
23;Aichi;2015;2;201502;2015-02-01;18;27;45;-0.396415272588246;;2.2;2643915;141824;39557;0.104;-0.614176475159537;1.87076773033444;1.44598045767003;1.46992999031078;-2.0916604140716;2;1;14.7877713311767;11.8623421312268;10.5854979486852
24;Mie;2015;2;201502;2015-02-01;3;5;8;-0.451985123743057;;2;462428;50077;15052;0.133;-0.891570294570933;-0.199234745967832;-0.13202615742069;-0.0858828836660987;-0.691656414621798;2;1;13.0442461481402;10.8213170998263;9.61926615171333
25;Shiga;2015;2;201502;2015-02-01;3;5;8;-0.451985123743057;;2.5;357548;31678;8331;0.11;-0.198085746042444;-0.504621000358853;-0.826179862203567;-1.03835195927283;-1.80200441418544;2;1;12.7870248978376;10.3633777126224;9.02773877597491
26;Kyoto;2015;2;201502;2015-02-01;8;10;18;-0.211309093667207;;3.6;708704;75620;20550;0.126;1.32758026072023;0.307658715085647;0.492732684618117;0.415448624937171;-1.02958841448899;2;1;13.4711932289196;11.2334760774449;9.93061621992438
27;Osaka;2015;2;201502;2015-02-01;18;49;67;-0.984201937490365;;4.3;3353695;228066;49271;0.115;2.29845862866011;2.1530983957386;2.16606805681125;1.82351556070055;-1.5606244142803;2;1;15.0255732810348;12.3373903397314;10.8050909516584
28;Hyogo;2015;2;201502;2015-02-01;5;14;19;-0.969400557188104;;3.7;1309090;129222;37305;0.124;1.46627717042593;1.03621494042425;1.30492582784253;1.37554845110033;-1.12614041445105;2;1;14.0848427973032;11.7692871344726;10.5268826449056
29;Nara;2015;2;201502;2015-02-01;3;1;4;0.847297860387204;;3.1;225184;35214;10421;0.129;0.634095712191742;-1.05354872706574;-0.665773818251238;-0.677928732520741;-0.884760414545909;2;1;12.3246731247663;10.4691990097864;9.25157827999243
30;Wakayama;2015;2;201502;2015-02-01;1;4;5;-1.09861228866811;;2.4;227524;33865;9242;0.154;-0.336782655748142;-1.04127506413692;-0.724984323472756;-0.871255208383516;0.322139584979784;2;1;12.3350110063145;10.430137311649;9.13151359143021
31;Tottori;2015;2;201502;2015-02-01;0;5;5;-2.39789527279837;;3.2;154393;19189;6132;0.157;0.77279262189744;-1.50163699813676;-1.58603807284365;-1.53181363210181;0.466967584922867;2;1;11.9472565787575;9.86209247716974;8.7212762399917
32;Shimane;2015;2;201502;2015-02-01;1;5;6;-1.29928298413026;;2;198728;25076;7883;0.176;-0.891570294570933;-1.20193232812991;-1.18044401572286;-1.12735491563875;1.38421158456239;2;1;12.1996923345659;10.1296664923939;8.97246382105991
33;Okayama;2015;2;201502;2015-02-01;3;9;12;-0.998528830111127;;3.4;556502;58064;16433;0.141;1.05018644130883;0.0206203188483726;0.0922910017587706;0.055460263159473;-0.305448414773577;2;1;13.2294260435817;10.9693011294529;9.70704678718129
34;Hiroshima;2015;2;201502;2015-02-01;3;17;20;-1.6094379124341;;3.2;943109;73902;21470;0.132;0.77279262189744;0.646908538655357;0.457897764604179;0.485967799424689;-0.739932414602825;2;1;13.7569371434829;11.2104951701695;9.97441189087283
35;Yamaguchi;2015;2;201502;2015-02-01;0;9;9;-2.94443897916644;;2.5;379956;42232;13042;0.159;-0.198085746042444;-0.432452937768933;-0.390297024360999;-0.316680424031399;0.563519584884923;2;1;12.8478107355248;10.6509335065035;9.47593019795315
36;Tokushima;2015;2;201502;2015-02-01;1;5;6;-1.29928298413026;;3.5;192569;25685;8322;0.158;1.18888335101453;-1.23930999514353;-1.14407047282611;-1.04009238743046;0.515243584903895;2;1;12.1682098100436;10.1536624429014;9.02665788954289
37;Kagawa;2015;2;201502;2015-02-01;3;4;7;-0.251314428280906;;2.9;304802;29076;9066;0.148;0.356701892780346;-0.694114889840141;-0.956099801301731;-0.902214511360243;0.0324835850936174;2;1;12.6274176644529;10.2776683706045;9.1122864315008
38;Ehime;2015;2;201502;2015-02-01;2;13;15;-1.68639895357023;;3.1;381484;44894;12279;0.154;0.634095712191742;-0.427687959922811;-0.297641117114971;-0.413749571344826;0.322139584979784;2;1;12.8518241891155;10.7120594345115;9.41564576516051
39;Kochi;2015;2;201502;2015-02-01;1;5;6;-1.29928298413026;;3.3;190666;25004;8098;0.171;0.911489531603137;-1.2511009731299;-1.18480260672893;-1.08402710510242;1.14283158465726;2;1;12.1582784851842;10.1267910910517;8.99937239659211
40;Fukuoka;2015;2;201502;2015-02-01;5;22;27;-1.40876721697195;;4.2;1578912;118663;35971;0.122;2.15976171895442;1.25871029469727;1.17571078956822;1.31691464415307;-1.2226924144131;2;1;14.2722465602091;11.6840428218123;10.4904683372485
41;Saga;2015;2;201502;2015-02-01;0;4;4;-2.19722457733622;;2.7;225789;20644;6835;0.143;0.0793080733689514;-1.05036322618096;-1.47525054144543;-1.35705127903721;-0.208896414811521;2;1;12.3273562138335;9.93517999926862;8.82981174915805
42;Nagasaki;2015;2;201502;2015-02-01;0;13;13;-3.29583686600433;;3.4;349882;41192;11903;0.153;1.05018644130883;-0.530353085413593;-0.428092731259308;-0.46382638207459;0.273863584998756;2;1;12.765351233763;10.625999341726;9.38454574816788
43;Kumamoto;2015;2;201502;2015-02-01;1;9;10;-1.84582669049833;;3.6;456051;53385;15995;0.152;1.32758026072023;-0.215721182708875;-0.0350622004957523;0.0119605503527361;0.225587585017729;2;1;13.0303599243479;10.8852850866124;9.68003145238362
44;Oita;2015;2;201502;2015-02-01;0;4;4;-2.19722457733622;;3.5;317981;33100;10166;0.155;1.18888335101453;-0.643859437746432;-0.759618917269182;-0.717819772534336;0.370415584960812;2;1;12.6697469115496;10.4072885613652;9.22680409800685
45;Miyazaki;2015;2;201502;2015-02-01;1;5;6;-1.29928298413026;;3;281856;30902;9403;0.152;0.495398802486044;-0.787036396059607;-0.86377451396601;-0.843446532255638;0.225587585017729;2;1;12.5491515812022;10.3385761857104;9.14878406627708
46;Kagoshima;2015;2;201502;2015-02-01;3;14;17;-1.42138568093116;;3.3;437715;51878;16664;0.159;0.911489531603137;-0.264441975549426;-0.0784677067562299;0.0779371641899363;0.563519584884923;2;1;12.9893232926398;10.8566500871861;9.72100598294081
47;Okinawa;2015;2;201502;2015-02-01;2;15;17;-1.82454929205105;;5.5;375904;31794;8527;0.099;3.96282154512849;-0.445182247968409;-0.820639298756401;-1.00090852947546;-2.33304041397674;2;1;12.8370890706236;10.3670328717208;9.05099287874205
1;Hokkaido;2015;3;201503;2015-03-01;5;17;22;-1.15745278869104;;3.8;1411196;139839;42246;0.14;1.60497408013163;1.12538384127469;1.42461483553103;1.57582709851927;-0.353724414754603;3;1;14.1599481297635;11.848247039834;10.6512649537472
2;Aomori;2015;3;201503;2015-03-01;0;5;5;-2.39789527279837;;4.5;339951;45997;11448;0.149;2.57585244807151;-0.56453935060514;-0.260849100360981;-0.526584067320468;0.0807595850746452;3;1;12.7365567685593;10.7363314559532;9.34557032123629
3;Iwate;2015;3;201503;2015-03-01;1;13;14;-2.19722457733622;;3.3;356820;42898;12981;0.16;0.911489531603137;-0.507040815409223;-0.366579022480034;-0.324229248032042;0.611795584865951;3;1;12.7849867319287;10.6665804837827;9.47124202889299
4;Miyagi;2015;3;201503;2015-03-01;4;13;17;-1.09861228866811;;3.9;686109;55869;16115;0.125;1.74367098983732;0.269190061298323;0.0338770785940607;0.0239956306884775;-1.07786441447002;3;1;13.4387917862143;10.9307649435996;9.68750579424954
5;Akita;2015;3;201503;2015-03-01;1;7;8;-1.6094379124341;;4;280545;41252;12027;0.18;1.88236789954302;-0.792571554160606;-0.425886404078346;-0.44713897328569;1.5773155844865;3;1;12.5444894188852;10.627454875436;9.39490940131062
6;Yamagata;2015;3;201503;2015-03-01;2;7;9;-1.09861228866811;;3.1;314802;37844;11434;0.167;0.634095712191742;-0.655788656829995;-0.556591246309185;-0.528554402628436;0.949727584733145;3;1;12.6596991487454;10.5412277258243;9.34434665182392
7;Fukushima;2015;3;201503;2015-03-01;5;12;17;-0.82098055206983;;3.4;549191;59814;17350;0.148;1.05018644130883;0.00491954026405125;0.137301605886012;0.142894968086743;0.0324835850936174;3;1;13.216201565269;10.9989950262508;9.761347785375
8;Ibaraki;2015;3;201503;2015-03-01;4;10;14;-0.847297860387204;;3.4;737504;68705;22605;0.12;1.05018644130883;0.354951161884132;0.347367327950991;0.568915738341369;-1.31924441437516;3;1;13.5110267909102;11.1375772557659;10.0259263997287
9;Tochigi;2015;3;201503;2015-03-01;1;2;3;-0.510825623765991;;3.2;531369;45415;12849;0.119;0.77279262189744;-0.0342473934865124;-0.280151143631125;-0.34068657649047;-1.36752041435619;3;1;13.1832119741365;10.7235977259363;9.46102126628348
10;Gunma;2015;3;201503;2015-03-01;4;8;12;-0.635988766719997;;3.2;563419;51023;15212;0.129;0.77279262189744;0.0352862129875577;-0.103658054163691;-0.0688572324643222;-0.884760414545909;3;1;13.2417788576754;10.8400317904375;9.62983986904815
11;Saitama;2015;3;201503;2015-03-01;4;24;28;-1.69459572077441;;3.4;1365282;137353;40400;0.101;1.05018644130883;1.08611364045586;1.39742480347216;1.50388416725436;-2.23648841401468;3;1;14.1268715586703;11.8303095332944;10.6065850639492
12;Chiba;2015;3;201503;2015-03-01;9;21;30;-0.816761136527122;;3;1094947;128362;33807;0.111;0.495398802486044;0.824140664926759;1.29480400283197;1.21701037183607;-1.75372841420441;3;1;13.9062165182348;11.7626096762803;10.4284231606205
13;Tokyo;2015;3;201503;2015-03-01;65;118;183;-0.59286281793398;;3.8;9210646;284873;69474;0.107;1.60497408013163;3.3525751010576;2.50319917815819;2.3768026836216;-1.94683241412852;3;1;16.0358705469226;12.5597987459003;11.1487078608403
14;Kanagawa;2015;3;201503;2015-03-01;14;25;39;-0.564529802737852;;3.4;2019497;192792;50146;0.105;1.05018644130883;1.55090763357258;1.91137516200488;1.85185978948673;-2.04338441409057;3;1;14.5183590284683;12.1693671665218;10.8226940294912
15;Niigata;2015;3;201503;2015-03-01;2;23;25;-2.24070968927596;;3.2;698048;76307;26013;0.154;0.77279262189744;0.289671761528682;0.506441577339575;0.795026572514679;0.322139584979784;3;1;13.4560431472884;11.2425199561837;10.1663516920453
16;Toyama;2015;3;201503;2015-03-01;0;5;5;-2.39789527279837;;2.5;351075;34767;11654;0.147;-0.198085746042444;-0.52631177581879;-0.685138525169095;-0.497867324211935;-0.0157924148874103;3;1;12.7687551548364;10.4564239400025;9.36340474770302
17;Ishikawa;2015;3;201503;2015-03-01;0;0;0;0 ;;2.6;355680;31245;10814;0.131;-0.0593888363367464;-0.510840022694044;-0.847042200051229;-0.618321918710187;-0.788208414583853;3;1;12.781786729198;10.3496146423632;9.28859686994195
18;Fukui;2015;3;201503;2015-03-01;1;4;5;-1.09861228866811;;2.1;243660;23392;8025;0.146;-0.752873384865235;-0.959926882825378;-1.28581947495551;-1.09860806129343;-0.0640684148684381;3;1;12.4035290899084;10.0601493625495;8.99031694799822
